[Year],[Month],[geo],[GeoName],[COICOP],[COICOP_Name],[Value]
2020,5,FR,France,CP03,Clothing & footwear,101.26
2020,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",104.5
2020,5,FR,France,CP05,Furnishings & household equipment,101
2020,5,FR,France,CP07,Transport,103.37
2020,5,FR,France,CP10,Education,110.5
2020,5,FR,France,CP11,Restaurants & hotels,107.25
2020,6,FR,France,CP00,All-items HICP,105.58
2020,6,FR,France,CP01,Food & non-alcoholic beverages,109.18
2020,6,FR,France,CP03,Clothing & footwear,100.01
2020,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",104.62
2020,6,FR,France,CP05,Furnishings & household equipment,101.06
2020,6,FR,France,CP07,Transport,105.25
2020,6,FR,France,CP10,Education,110.5
2020,6,FR,France,CP11,Restaurants & hotels,108.14
2020,7,FR,France,CP00,All-items HICP,106.01
2020,7,FR,France,CP01,Food & non-alcoholic beverages,107.99
2020,7,FR,France,CP03,Clothing & footwear,100.04
2020,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",104.63
2020,7,FR,France,CP05,Furnishings & household equipment,101.16
2020,7,FR,France,CP07,Transport,106.65
2020,7,FR,France,CP10,Education,110.55
2020,7,FR,France,CP11,Restaurants & hotels,110.64
2020,8,FR,France,CP00,All-items HICP,105.89
2020,8,FR,France,CP01,Food & non-alcoholic beverages,108.24
2020,8,FR,France,CP03,Clothing & footwear,93.56
2020,8,FR,France,CP04,"Housing, water, electricity, gas & other fuels",104.96
2020,8,FR,France,CP05,Furnishings & household equipment,100.57
2020,8,FR,France,CP07,Transport,105.96
2020,8,FR,France,CP10,Education,110.54
2020,8,FR,France,CP11,Restaurants & hotels,113.38
2020,9,FR,France,CP00,All-items HICP,105.3
2020,9,FR,France,CP01,Food & non-alcoholic beverages,107.69
2020,9,FR,France,CP03,Clothing & footwear,101.76
2020,9,FR,France,CP04,"Housing, water, electricity, gas & other fuels",104.93
2020,9,FR,France,CP05,Furnishings & household equipment,101.01
2020,9,FR,France,CP07,Transport,103.88
2020,9,FR,France,CP10,Education,111.65
2020,9,FR,France,CP11,Restaurants & hotels,108.07
2020,10,FR,France,CP00,All-items HICP,105.27
2020,10,FR,France,CP01,Food & non-alcoholic beverages,107.92
2020,10,FR,France,CP03,Clothing & footwear,103.41
2020,10,FR,France,CP04,"Housing, water, electricity, gas & other fuels",105.14
2020,10,FR,France,CP05,Furnishings & household equipment,101.06
2020,10,FR,France,CP07,Transport,103.94
2020,10,FR,France,CP10,Education,112.64
2020,10,FR,France,CP11,Restaurants & hotels,107.23
2020,11,FR,France,CP00,All-items HICP,105.5
2020,11,FR,France,CP01,Food & non-alcoholic beverages,108.65
2020,11,FR,France,CP03,Clothing & footwear,102.39
2020,11,FR,France,CP04,"Housing, water, electricity, gas & other fuels",105.38
2020,11,FR,France,CP05,Furnishings & household equipment,101.08
2020,11,FR,France,CP07,Transport,103.9
2020,11,FR,France,CP10,Education,112.72
2020,11,FR,France,CP11,Restaurants & hotels,106.84
2020,12,FR,France,CP00,All-items HICP,105.75
2020,12,FR,France,CP01,Food & non-alcoholic beverages,108.2
2020,12,FR,France,CP03,Clothing & footwear,101.31
2020,12,FR,France,CP04,"Housing, water, electricity, gas & other fuels",105.7
2020,12,FR,France,CP05,Furnishings & household equipment,100.64
2020,12,FR,France,CP07,Transport,106.05
2020,12,FR,France,CP10,Education,112.74
2020,12,FR,France,CP11,Restaurants & hotels,106.76
2021,1,FR,France,CP00,All-items HICP,106.03
2021,1,FR,France,CP01,Food & non-alcoholic beverages,108.57
2021,1,FR,France,CP03,Clothing & footwear,96.66
2021,1,FR,France,CP04,"Housing, water, electricity, gas & other fuels",106.16
2021,1,FR,France,CP05,Furnishings & household equipment,101.15
2021,1,FR,France,CP07,Transport,106.34
2021,1,FR,France,CP10,Education,112.81
2021,1,FR,France,CP11,Restaurants & hotels,107.33
2021,2,FR,France,CP00,All-items HICP,106.07
2021,2,FR,France,CP01,Food & non-alcoholic beverages,108.31
2021,2,FR,France,CP03,Clothing & footwear,91.6
2021,2,FR,France,CP04,"Housing, water, electricity, gas & other fuels",107.12
2021,2,FR,France,CP05,Furnishings & household equipment,100.81
2021,2,FR,France,CP07,Transport,107.39
2021,2,FR,France,CP10,Education,112.81
2021,2,FR,France,CP11,Restaurants & hotels,107.02
2021,3,FR,France,CP00,All-items HICP,106.8
2021,3,FR,France,CP01,Food & non-alcoholic beverages,108.38
2021,3,FR,France,CP03,Clothing & footwear,100.14
2021,3,FR,France,CP04,"Housing, water, electricity, gas & other fuels",107.7
2021,3,FR,France,CP05,Furnishings & household equipment,101.69
2021,3,FR,France,CP07,Transport,108.17
2021,3,FR,France,CP10,Education,112.81
2021,3,FR,France,CP11,Restaurants & hotels,107.88
2021,4,FR,France,CP00,All-items HICP,107.02
2021,4,FR,France,CP01,Food & non-alcoholic beverages,109.04
2021,4,FR,France,CP03,Clothing & footwear,100.43
2021,4,FR,France,CP04,"Housing, water, electricity, gas & other fuels",107.5
2021,4,FR,France,CP05,Furnishings & household equipment,101.79
2021,4,FR,France,CP07,Transport,108.18
2021,4,FR,France,CP10,Education,112.81
2021,4,FR,France,CP11,Restaurants & hotels,107.35
2021,5,FR,France,CP00,All-items HICP,107.38
2021,5,FR,France,CP01,Food & non-alcoholic beverages,109.7
2021,5,FR,France,CP03,Clothing & footwear,101.13
2021,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",107.61
2021,5,FR,France,CP05,Furnishings & household equipment,101.91
2021,5,FR,France,CP07,Transport,108.96
2021,5,FR,France,CP10,Education,112.88
2021,5,FR,France,CP11,Restaurants & hotels,107.23
2021,6,FR,France,CP00,All-items HICP,107.57
2021,6,FR,France,CP01,Food & non-alcoholic beverages,108.87
2021,6,FR,France,CP03,Clothing & footwear,102.88
2021,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",108.01
2021,6,FR,France,CP05,Furnishings & household equipment,102.42
2021,6,FR,France,CP07,Transport,109.62
2021,6,FR,France,CP10,Education,112.97
2021,6,FR,France,CP11,Restaurants & hotels,108.39
2021,7,FR,France,CP00,All-items HICP,107.64
2021,7,FR,France,CP01,Food & non-alcoholic beverages,108.98
2021,7,FR,France,CP03,Clothing & footwear,93.24
2021,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",108.87
2021,7,FR,France,CP05,Furnishings & household equipment,101.25
2021,7,FR,France,CP07,Transport,111.33
2021,7,FR,France,CP10,Education,112.99
2021,7,FR,France,CP11,Restaurants & hotels,110.97
2021,8,FR,France,CP00,All-items HICP,108.38
2021,8,FR,France,CP01,Food & non-alcoholic beverages,109.75
2021,8,FR,France,CP03,Clothing & footwear,97.73
2021,8,FR,France,CP04,"Housing, water, electricity, gas & other fuels",109.41
2021,8,FR,France,CP05,Furnishings & household equipment,102.36
2021,8,FR,France,CP07,Transport,110.97
2021,8,FR,France,CP10,Education,113.04
2021,8,FR,France,CP11,Restaurants & hotels,113.97
2021,9,FR,France,CP00,All-items HICP,108.16
2021,9,FR,France,CP01,Food & non-alcoholic beverages,108.86
2021,9,FR,France,CP03,Clothing & footwear,102.53
2021,9,FR,France,CP04,"Housing, water, electricity, gas & other fuels",110.11
2021,9,FR,France,CP05,Furnishings & household equipment,102.53
2021,9,FR,France,CP07,Transport,110.5
2021,9,FR,France,CP10,Education,115.09
2021,9,FR,France,CP11,Restaurants & hotels,110.03
2021,10,FR,France,CP00,All-items HICP,108.64
2021,10,FR,France,CP01,Food & non-alcoholic beverages,108.65
2021,10,FR,France,CP03,Clothing & footwear,103.51
2021,10,FR,France,CP04,"Housing, water, electricity, gas & other fuels",111.92
2021,10,FR,France,CP05,Furnishings & household equipment,102.85
2021,10,FR,France,CP07,Transport,112.15
2021,10,FR,France,CP10,Education,115.3
2021,10,FR,France,CP11,Restaurants & hotels,109.19
2021,11,FR,France,CP00,All-items HICP,109.09
2021,11,FR,France,CP01,Food & non-alcoholic beverages,109.09
2021,11,FR,France,CP03,Clothing & footwear,104.04
2021,11,FR,France,CP04,"Housing, water, electricity, gas & other fuels",112.71
2021,11,FR,France,CP05,Furnishings & household equipment,103.27
2021,11,FR,France,CP07,Transport,112.86
2021,11,FR,France,CP10,Education,115.31
2021,11,FR,France,CP11,Restaurants & hotels,109.07
2021,12,FR,France,CP00,All-items HICP,109.34
2021,12,FR,France,CP01,Food & non-alcoholic beverages,109.74
2021,12,FR,France,CP03,Clothing & footwear,104.57
2021,12,FR,France,CP04,"Housing, water, electricity, gas & other fuels",112.88
2021,12,FR,France,CP05,Furnishings & household equipment,102.98
2021,12,FR,France,CP07,Transport,112.82
2021,12,FR,France,CP10,Education,115.37
2021,12,FR,France,CP11,Restaurants & hotels,109.26
2022,1,FR,France,CP00,All-items HICP,109.51
2022,1,FR,France,CP01,Food & non-alcoholic beverages,110.41
2022,1,FR,France,CP03,Clothing & footwear,96.15
2022,1,FR,France,CP04,"Housing, water, electricity, gas & other fuels",113.68
2022,1,FR,France,CP05,Furnishings & household equipment,103.14
2022,1,FR,France,CP07,Transport,113.66
2022,1,FR,France,CP10,Education,115.52
2022,1,FR,France,CP11,Restaurants & hotels,110.11
2022,2,FR,France,CP00,All-items HICP,110.49
2022,2,FR,France,CP01,Food & non-alcoholic beverages,110.82
2022,2,FR,France,CP03,Clothing & footwear,97.2
2022,2,FR,France,CP04,"Housing, water, electricity, gas & other fuels",115.06
2022,2,FR,France,CP05,Furnishings & household equipment,104.21
2022,2,FR,France,CP07,Transport,116.14
2022,2,FR,France,CP10,Education,115.53
2022,2,FR,France,CP11,Restaurants & hotels,110.49
2022,3,FR,France,CP00,All-items HICP,112.26
2022,3,FR,France,CP01,Food & non-alcoholic beverages,111.87
2022,3,FR,France,CP03,Clothing & footwear,103.63
2022,3,FR,France,CP04,"Housing, water, electricity, gas & other fuels",117.37
2022,3,FR,France,CP05,Furnishings & household equipment,105.28
2022,3,FR,France,CP07,Transport,120.77
2022,3,FR,France,CP10,Education,115.55
2022,3,FR,France,CP11,Restaurants & hotels,111.49
2022,4,FR,France,CP00,All-items HICP,112.78
2022,4,FR,France,CP01,Food & non-alcoholic beverages,113.61
2022,4,FR,France,CP03,Clothing & footwear,104.72
2022,4,FR,France,CP04,"Housing, water, electricity, gas & other fuels",118.06
2022,4,FR,France,CP05,Furnishings & household equipment,105.87
2022,4,FR,France,CP07,Transport,119.7
2022,4,FR,France,CP10,Education,115.56
2022,4,FR,France,CP11,Restaurants & hotels,110.99
2022,5,FR,France,CP00,All-items HICP,113.63
2022,5,FR,France,CP01,Food & non-alcoholic beverages,114.75
2022,5,FR,France,CP03,Clothing & footwear,105.3
2022,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",118.61
2022,5,FR,France,CP05,Furnishings & household equipment,107.19
2022,5,FR,France,CP07,Transport,121.16
2022,5,FR,France,CP10,Education,115.62
2022,5,FR,France,CP11,Restaurants & hotels,112.75
2022,6,FR,France,CP00,All-items HICP,114.6
2022,6,FR,France,CP01,Food & non-alcoholic beverages,115.7
2022,6,FR,France,CP03,Clothing & footwear,103.49
2022,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",119.5
2022,6,FR,France,CP05,Furnishings & household equipment,107.8
2022,6,FR,France,CP07,Transport,125.55
2022,6,FR,France,CP10,Education,115.62
2022,6,FR,France,CP11,Restaurants & hotels,114.28
2022,7,FR,France,CP00,All-items HICP,114.94
2022,7,FR,France,CP01,Food & non-alcoholic beverages,116.88
2022,7,FR,France,CP03,Clothing & footwear,93.82
2022,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",119.89
2022,7,FR,France,CP05,Furnishings & household equipment,107.31
2022,7,FR,France,CP07,Transport,126.4
2022,7,FR,France,CP10,Education,115.68
2022,7,FR,France,CP11,Restaurants & hotels,118.95
2022,8,FR,France,CP00,All-items HICP,115.49
2022,8,FR,France,CP01,Food & non-alcoholic beverages,118.94
2022,8,FR,France,CP03,Clothing & footwear,100.46
2022,8,FR,France,CP04,"Housing, water, electricity, gas & other fuels",119.58
2022,8,FR,France,CP05,Furnishings & household equipment,109.51
2022,8,FR,France,CP07,Transport,123.42
2022,8,FR,France,CP10,Education,115.84
2022,8,FR,France,CP11,Restaurants & hotels,120.73
2022,9,FR,France,CP00,All-items HICP,114.9
2022,9,FR,France,CP01,Food & non-alcoholic beverages,120.41
2022,9,FR,France,CP03,Clothing & footwear,105.21
2022,9,FR,France,CP04,"Housing, water, electricity, gas & other fuels",120.76
2022,9,FR,France,CP05,Furnishings & household equipment,109.94
2022,9,FR,France,CP07,Transport,118.37
2022,9,FR,France,CP10,Education,119.05
2022,9,FR,France,CP11,Restaurants & hotels,114.96
2022,10,FR,France,CP00,All-items HICP,116.32
2022,10,FR,France,CP01,Food & non-alcoholic beverages,122.63
2022,10,FR,France,CP03,Clothing & footwear,106.5
2022,10,FR,France,CP04,"Housing, water, electricity, gas & other fuels",123.52
2022,10,FR,France,CP05,Furnishings & household equipment,110.88
2022,10,FR,France,CP07,Transport,121.32
2022,10,FR,France,CP10,Education,119.45
2022,10,FR,France,CP11,Restaurants & hotels,114.63
2022,11,FR,France,CP00,All-items HICP,116.81
2022,11,FR,France,CP01,Food & non-alcoholic beverages,123.25
2022,11,FR,France,CP03,Clothing & footwear,107.04
2022,11,FR,France,CP04,"Housing, water, electricity, gas & other fuels",123.88
2022,11,FR,France,CP05,Furnishings & household equipment,111.42
2022,11,FR,France,CP07,Transport,122.18
2022,11,FR,France,CP10,Education,119.33
2022,11,FR,France,CP11,Restaurants & hotels,114.57
2022,12,FR,France,CP00,All-items HICP,116.7
2022,12,FR,France,CP01,Food & non-alcoholic beverages,123.85
2022,12,FR,France,CP03,Clothing & footwear,107.35
2022,12,FR,France,CP04,"Housing, water, electricity, gas & other fuels",122.18
2022,12,FR,France,CP05,Furnishings & household equipment,112.23
2022,12,FR,France,CP07,Transport,121.72
2022,12,FR,France,CP10,Education,119.4
2022,12,FR,France,CP11,Restaurants & hotels,114.82
2023,1,FR,France,CP00,All-items HICP,117.22
2023,1,FR,France,CP01,Food & non-alcoholic beverages,126.03
2023,1,FR,France,CP03,Clothing & footwear,98.6
2023,1,FR,France,CP04,"Housing, water, electricity, gas & other fuels",122.8
2023,1,FR,France,CP05,Furnishings & household equipment,112.76
2023,1,FR,France,CP07,Transport,123.42
2023,1,FR,France,CP10,Education,119.48
2023,1,FR,France,CP11,Restaurants & hotels,115.28
2023,2,FR,France,CP00,All-items HICP,118.55
2023,2,FR,France,CP01,Food & non-alcoholic beverages,128.3
2023,2,FR,France,CP03,Clothing & footwear,99.62
2023,2,FR,France,CP04,"Housing, water, electricity, gas & other fuels",125.11
2023,2,FR,France,CP05,Furnishings & household equipment,114.02
2023,2,FR,France,CP07,Transport,124.86
2023,2,FR,France,CP10,Education,119.65
2023,2,FR,France,CP11,Restaurants & hotels,116.04
2023,3,FR,France,CP00,All-items HICP,119.76
2023,3,FR,France,CP01,Food & non-alcoholic beverages,130.76
2023,3,FR,France,CP03,Clothing & footwear,106.72
2023,3,FR,France,CP04,"Housing, water, electricity, gas & other fuels",125.64
2023,3,FR,France,CP05,Furnishings & household equipment,114.83
2023,3,FR,France,CP07,Transport,124.71
2023,3,FR,France,CP10,Education,119.65
2023,3,FR,France,CP11,Restaurants & hotels,116.78
2023,4,FR,France,CP00,All-items HICP,120.55
2023,4,FR,France,CP01,Food & non-alcoholic beverages,131.46
2023,4,FR,France,CP03,Clothing & footwear,107.65
2023,4,FR,France,CP04,"Housing, water, electricity, gas & other fuels",125.32
2023,4,FR,France,CP05,Furnishings & household equipment,115.28
2023,4,FR,France,CP07,Transport,126.75
2023,4,FR,France,CP10,Education,119.66
2023,4,FR,France,CP11,Restaurants & hotels,117.84
2023,5,FR,France,CP00,All-items HICP,120.46
2023,5,FR,France,CP01,Food & non-alcoholic beverages,131.88
2023,5,FR,France,CP03,Clothing & footwear,108.16
2023,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",124.85
2023,5,FR,France,CP05,Furnishings & household equipment,115.64
2023,5,FR,France,CP07,Transport,124.56
2023,5,FR,France,CP10,Education,119.69
2023,5,FR,France,CP11,Restaurants & hotels,119.1
2023,6,FR,France,CP00,All-items HICP,120.71
2023,6,FR,France,CP01,Food & non-alcoholic beverages,132.21
2023,6,FR,France,CP03,Clothing & footwear,108.52
2023,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",124.83
2023,6,FR,France,CP05,Furnishings & household equipment,115.74
2023,6,FR,France,CP07,Transport,125.17
2023,6,FR,France,CP10,Education,119.81
2023,6,FR,France,CP11,Restaurants & hotels,120.67
2023,7,FR,France,CP00,All-items HICP,120.77
2023,7,FR,France,CP01,Food & non-alcoholic beverages,132.27
2023,7,FR,France,CP03,Clothing & footwear,97.13
2023,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",123.45
2023,7,FR,France,CP05,Furnishings & household equipment,114.23
2023,7,FR,France,CP07,Transport,128.15
2023,7,FR,France,CP10,Education,119.86
2023,7,FR,France,CP11,Restaurants & hotels,124.64
2023,8,FR,France,CP00,All-items HICP,122.1
2023,8,FR,France,CP01,Food & non-alcoholic beverages,132.74
2023,8,FR,France,CP03,Clothing & footwear,102.76
2023,8,FR,France,CP04,"Housing, water, electricity, gas & other fuels",126.42
2023,8,FR,France,CP05,Furnishings & household equipment,115.28
2023,8,FR,France,CP07,Transport,129.08
2023,8,FR,France,CP10,Education,120.14
2023,8,FR,France,CP11,Restaurants & hotels,126.35
2023,9,FR,France,CP00,All-items HICP,121.4
2023,9,FR,France,CP01,Food & non-alcoholic beverages,132.38
2023,9,FR,France,CP03,Clothing & footwear,107.93
2023,9,FR,France,CP04,"Housing, water, electricity, gas & other fuels",127.12
2023,9,FR,France,CP05,Furnishings & household equipment,115.67
2023,9,FR,France,CP07,Transport,126.93
2023,9,FR,France,CP10,Education,124.05
2023,9,FR,France,CP11,Restaurants & hotels,121.26
2023,10,FR,France,CP00,All-items HICP,121.61
2023,10,FR,France,CP01,Food & non-alcoholic beverages,132.42
2023,10,FR,France,CP03,Clothing & footwear,108.68
2023,10,FR,France,CP04,"Housing, water, electricity, gas & other fuels",127.78
2023,10,FR,France,CP05,Furnishings & household equipment,115.4
2023,10,FR,France,CP07,Transport,127.31
2023,10,FR,France,CP10,Education,124.21
2023,10,FR,France,CP11,Restaurants & hotels,120.88
2023,11,FR,France,CP00,All-items HICP,121.32
2023,11,FR,France,CP01,Food & non-alcoholic beverages,132.97
2023,11,FR,France,CP03,Clothing & footwear,109.05
2023,11,FR,France,CP04,"Housing, water, electricity, gas & other fuels",127.94
2023,11,FR,France,CP05,Furnishings & household equipment,115.12
2023,11,FR,France,CP07,Transport,125.04
2023,11,FR,France,CP10,Education,124.34
2023,11,FR,France,CP11,Restaurants & hotels,119.72
2023,12,FR,France,CP00,All-items HICP,121.49
2023,12,FR,France,CP01,Food & non-alcoholic beverages,133.04
2023,12,FR,France,CP03,Clothing & footwear,108.7
2023,12,FR,France,CP04,"Housing, water, electricity, gas & other fuels",128.05
2023,12,FR,France,CP05,Furnishings & household equipment,115.26
2023,12,FR,France,CP07,Transport,125.59
2023,12,FR,France,CP10,Education,124.48
2023,12,FR,France,CP11,Restaurants & hotels,119.45
2024,1,FR,France,CP00,All-items HICP,121.2
2024,1,FR,France,CP01,Food & non-alcoholic beverages,133.34
2024,1,FR,France,CP03,Clothing & footwear,99.02
2024,1,FR,France,CP04,"Housing, water, electricity, gas & other fuels",128.76
2024,1,FR,France,CP05,Furnishings & household equipment,114.27
2024,1,FR,France,CP07,Transport,124.62
2024,1,FR,France,CP10,Education,125.1
2024,1,FR,France,CP11,Restaurants & hotels,119.84
2024,2,FR,France,CP00,All-items HICP,122.35
2024,2,FR,France,CP01,Food & non-alcoholic beverages,132.85
2024,2,FR,France,CP03,Clothing & footwear,100.48
2024,2,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.28
2024,2,FR,France,CP05,Furnishings & household equipment,114.64
2024,2,FR,France,CP07,Transport,126.9
2024,2,FR,France,CP10,Education,125.22
2024,2,FR,France,CP11,Restaurants & hotels,120.37
2024,3,FR,France,CP00,All-items HICP,122.65
2024,3,FR,France,CP01,Food & non-alcoholic beverages,132.87
2024,3,FR,France,CP03,Clothing & footwear,107.18
2024,3,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.96
2024,3,FR,France,CP05,Furnishings & household equipment,115.32
2024,3,FR,France,CP07,Transport,126.87
2024,3,FR,France,CP10,Education,125.33
2024,3,FR,France,CP11,Restaurants & hotels,120.57
2024,4,FR,France,CP00,All-items HICP,123.41
2024,4,FR,France,CP01,Food & non-alcoholic beverages,132.99
2024,4,FR,France,CP03,Clothing & footwear,108.43
2024,4,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.61
2024,4,FR,France,CP05,Furnishings & household equipment,115.04
2024,4,FR,France,CP07,Transport,128.76
2024,4,FR,France,CP10,Education,125.34
2024,4,FR,France,CP11,Restaurants & hotels,121.75
2024,5,FR,France,CP00,All-items HICP,123.59
2024,5,FR,France,CP01,Food & non-alcoholic beverages,133.56
2024,5,FR,France,CP03,Clothing & footwear,108.88
2024,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.7
2024,5,FR,France,CP05,Furnishings & household equipment,115.32
2024,5,FR,France,CP07,Transport,126.97
2024,5,FR,France,CP10,Education,125.32
2024,5,FR,France,CP11,Restaurants & hotels,122.71
2024,6,FR,France,CP00,All-items HICP,123.78
2024,6,FR,France,CP01,Food & non-alcoholic beverages,133.31
2024,6,FR,France,CP03,Clothing & footwear,109.3
2024,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.83
2024,6,FR,France,CP05,Furnishings & household equipment,115.31
2024,6,FR,France,CP07,Transport,127
2024,6,FR,France,CP10,Education,125.47
2024,6,FR,France,CP11,Restaurants & hotels,124.03
2024,7,FR,France,CP00,All-items HICP,124.03
2024,7,FR,France,CP01,Food & non-alcoholic beverages,132.99
2024,7,FR,France,CP03,Clothing & footwear,97.88
2024,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.75
2024,7,FR,France,CP05,Furnishings & household equipment,113.77
2024,7,FR,France,CP07,Transport,129.72
2024,7,FR,France,CP10,Education,125.5
2024,7,FR,France,CP11,Restaurants & hotels,127.91
2024,8,FR,France,CP00,All-items HICP,124.77
2024,8,FR,France,CP01,Food & non-alcoholic beverages,133.42
2024,8,FR,France,CP03,Clothing & footwear,103.77
2024,8,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.89
2024,8,FR,France,CP05,Furnishings & household equipment,115.02
2024,8,FR,France,CP07,Transport,129.22
2024,8,FR,France,CP10,Education,126.19
2024,8,FR,France,CP11,Restaurants & hotels,130.36
2024,9,FR,France,CP00,All-items HICP,123.15
2024,9,FR,France,CP01,Food & non-alcoholic beverages,132.99
2024,9,FR,France,CP03,Clothing & footwear,107.8
2024,9,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.82
2024,9,FR,France,CP05,Furnishings & household equipment,115.14
2024,9,FR,France,CP07,Transport,124
2024,9,FR,France,CP10,Education,128.54
2024,9,FR,France,CP11,Restaurants & hotels,124.6
2024,10,FR,France,CP00,All-items HICP,123.54
2024,10,FR,France,CP01,Food & non-alcoholic beverages,133.39
2024,10,FR,France,CP03,Clothing & footwear,108.89
2024,10,FR,France,CP04,"Housing, water, electricity, gas & other fuels",132.62
2024,10,FR,France,CP05,Furnishings & household equipment,115.02
2024,10,FR,France,CP07,Transport,125.75
2024,10,FR,France,CP10,Education,129.37
2024,10,FR,France,CP11,Restaurants & hotels,124.14
2024,11,FR,France,CP00,All-items HICP,123.36
2024,11,FR,France,CP01,Food & non-alcoholic beverages,133.21
2024,11,FR,France,CP03,Clothing & footwear,109.07
2024,11,FR,France,CP04,"Housing, water, electricity, gas & other fuels",132.71
2024,11,FR,France,CP05,Furnishings & household equipment,115.11
2024,11,FR,France,CP07,Transport,124.72
2024,11,FR,France,CP10,Education,129.01
2024,11,FR,France,CP11,Restaurants & hotels,123.09
2024,12,FR,France,CP00,All-items HICP,123.62
2024,12,FR,France,CP01,Food & non-alcoholic beverages,133.04
2024,12,FR,France,CP03,Clothing & footwear,108.34
2024,12,FR,France,CP04,"Housing, water, electricity, gas & other fuels",133.01
2024,12,FR,France,CP05,Furnishings & household equipment,114.71
2024,12,FR,France,CP07,Transport,126.8
2024,12,FR,France,CP10,Education,129.04
2024,12,FR,France,CP11,Restaurants & hotels,123.2
2025,1,FR,France,CP00,All-items HICP,123.42
2025,1,FR,France,CP01,Food & non-alcoholic beverages,133.46
2025,1,FR,France,CP03,Clothing & footwear,100.76
2025,1,FR,France,CP04,"Housing, water, electricity, gas & other fuels",133.59
2025,1,FR,France,CP05,Furnishings & household equipment,114.08
2025,1,FR,France,CP07,Transport,125.83
2025,1,FR,France,CP10,Education,129.08
2025,1,FR,France,CP11,Restaurants & hotels,123.27
2025,2,FR,France,CP00,All-items HICP,123.49
2025,2,FR,France,CP01,Food & non-alcoholic beverages,133.3
2025,2,FR,France,CP03,Clothing & footwear,102.13
2025,2,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.02
2025,2,FR,France,CP05,Furnishings & household equipment,114.36
2025,2,FR,France,CP07,Transport,126.85
2025,2,FR,France,CP10,Education,129.11
2025,2,FR,France,CP11,Restaurants & hotels,123.94
2025,3,FR,France,CP00,All-items HICP,123.73
2025,3,FR,France,CP01,Food & non-alcoholic beverages,133.73
2025,3,FR,France,CP03,Clothing & footwear,107.83
2025,3,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.13
2025,3,FR,France,CP05,Furnishings & household equipment,115.1
2025,3,FR,France,CP07,Transport,125.21
2025,3,FR,France,CP10,Education,129.09
2025,3,FR,France,CP11,Restaurants & hotels,124.06
2025,4,FR,France,CP00,All-items HICP,124.55
2025,4,FR,France,CP01,Food & non-alcoholic beverages,134.78
2025,4,FR,France,CP03,Clothing & footwear,108.67
2025,4,FR,France,CP04,"Housing, water, electricity, gas & other fuels",131.07
2025,4,FR,France,CP05,Furnishings & household equipment,115.07
2025,4,FR,France,CP07,Transport,127.1
2025,4,FR,France,CP10,Education,129.09
2025,4,FR,France,CP11,Restaurants & hotels,124.1
2025,5,FR,France,CP00,All-items HICP,124.32
2025,5,FR,France,CP01,Food & non-alcoholic beverages,135.46
2025,5,FR,France,CP03,Clothing & footwear,109
2025,5,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.62
2025,5,FR,France,CP05,Furnishings & household equipment,114.99
2025,5,FR,France,CP07,Transport,125.22
2025,5,FR,France,CP10,Education,129.08
2025,5,FR,France,CP11,Restaurants & hotels,125.15
2025,6,FR,France,CP00,All-items HICP,124.85
2025,6,FR,France,CP01,Food & non-alcoholic beverages,135.3
2025,6,FR,France,CP03,Clothing & footwear,109.62
2025,6,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.47
2025,6,FR,France,CP05,Furnishings & household equipment,115.42
2025,6,FR,France,CP07,Transport,126.8
2025,6,FR,France,CP10,Education,129.08
2025,6,FR,France,CP11,Restaurants & hotels,127.51
2025,7,FR,France,CP00,All-items HICP,125.2
2025,7,FR,France,CP01,Food & non-alcoholic beverages,135.35
2025,7,FR,France,CP03,Clothing & footwear,99.75
2025,7,FR,France,CP04,"Housing, water, electricity, gas & other fuels",130.73
2025,7,FR,France,CP05,Furnishings & household equipment,113.42
2025,7,FR,France,CP07,Transport,130.19
2025,7,FR,France,CP10,Education,129.13
2025,7,FR,France,CP11,Restaurants & hotels,130.95
2025,8,FR,France,CP00,All-items HICP,125.8
2025,8,FR,France,CP01,Food & non-alcoholic beverages,
2025,8,FR,France,CP03,Clothing & footwear,
